nome_modelo,versao,parametro_precisao,id_pergunta,texto_resposta,tempo_inferencia_ms,data_geracao
Jurema:7b,7B,INT4,1446,D,169.548046,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1447,A,365.55169,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1448,B,600.27562,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1449,A,172.563553,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1450,A,204.363019,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1451,A,144.680823,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1452,B,187.825998,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1453,A,368.080453,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1454,A,371.653138,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1455,A,200.979695,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1456,A,272.813247,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1457,C,190.320486,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1458,A,172.536561,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1459,C,233.107288,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1460,B,211.706111,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1461,A,172.928487,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1462,A,213.394792,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1463,A,170.326165,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1464,A,173.165927,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1465,A,146.816556,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1466,A,144.575046,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1467,A,146.433061,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1468,A,208.298978,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1469,C,349.73825,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1470,A,172.535138,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1471,A,216.544412,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1472,A,171.597078,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1473,A,219.419707,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1474,B,174.808708,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1475,C,171.246034,2026-04-28T03:16:27Z
Jurema:7b,7B,INT4,1476,C,176.958757,2026-04-28T03:16:27Z
