numero_global,question_id,modelo,question,A,B,C,D,gabarito,resposta_modelo,acertou
1255,2014-14_79,Grok,"Geraldo requereu na sua petição inicial, e teve deferida, a concessão de tutela antecipada para sua imediata reintegração, haja vista ser dirigente sindical. O ex-empregador, cientificado, impetrou Mandado de Segurança, no qual obteve liminar revogando a tutela antecipada concedida. Logo depois, a reclamação trabalhista de Geraldo foi instruída na Vara do Trabalho e encaminhada para sentença, que julgou procedente o pedido, tendo o juiz concedido novamente a tutela antecipada, agora na sentença.
Diante do quadro retratado, de acordo com o entendimento sumulado pelo TST, assinale a opção correta.","['O juiz poderia conceder a tutela na sentença, e, nesse caso, o Mandado de Segurança perde o objeto.'
 'O Juiz não poderia conceder novamente a tutela antecipada, haja vista que ela havia sido revogada pelo Tribunal.'
 'Se a tutela antecipada foi revogada, somente havendo autorização do TRT ela poderia ser revigorada, de modo que o juiz subverteu a ordem processual vigente, cabendo reclamação correicional.'
 'Poderá a parte ré impetrar novo mandado de segurança, agora contra a tutela antecipada concedida na sentença.']",['A' 'B' 'C' 'D'],,,A,A,True
1256,2014-14_80,ChatGPT,"Sandro Vieira ajuizou reclamação trabalhista contra a empresa Trianon Bebidas e Energéticos Ltda. pleiteando o pagamento de horas extras, pois alegou trabalhar de 2ª feira a sábado, das 9h às 19h, com intervalo de uma hora para refeição. Em defesa, a ré negou a jornada descrita na petição inicial, mas não juntou os controles de ponto. Em audiência, ao ser interrogado, o preposto informou que a ré possuía 18 empregados no estabelecimento.
Diante da situação retratada, e considerando o entendimento consolidado do TST, assinale a opção correta.","['Aplica-se a pena de confissão pela ausência de juntada dos controles, sendo então considerada verdadeira a jornada da petição inicial, na qual o juiz irá se basear na condenação de horas extras.'
 'Haverá inversão do ônus da prova, que passará a ser da empresa, prevalecendo a jornada da inicial se dele não se desincumbir com sucesso.'
 'Diante do impasse, e considerando que, com menos de 20 empregados, a empresa não é obrigada a manter controle escrito dos horários de entrada e saída dos empregados, o juiz decidirá a quem competirá o ônus da prova.'
 'A falta de controle quando a empresa possui mais de 10 empregados é situação juridicamente imperdoável, o que autoriza o indeferimento da oitiva das testemunhas da empresa porventura presentes à audiência.']",['A' 'B' 'C' 'D'],,,B,B,True
1256,2014-14_80,Gemini,"Sandro Vieira ajuizou reclamação trabalhista contra a empresa Trianon Bebidas e Energéticos Ltda. pleiteando o pagamento de horas extras, pois alegou trabalhar de 2ª feira a sábado, das 9h às 19h, com intervalo de uma hora para refeição. Em defesa, a ré negou a jornada descrita na petição inicial, mas não juntou os controles de ponto. Em audiência, ao ser interrogado, o preposto informou que a ré possuía 18 empregados no estabelecimento.
Diante da situação retratada, e considerando o entendimento consolidado do TST, assinale a opção correta.","['Aplica-se a pena de confissão pela ausência de juntada dos controles, sendo então considerada verdadeira a jornada da petição inicial, na qual o juiz irá se basear na condenação de horas extras.'
 'Haverá inversão do ônus da prova, que passará a ser da empresa, prevalecendo a jornada da inicial se dele não se desincumbir com sucesso.'
 'Diante do impasse, e considerando que, com menos de 20 empregados, a empresa não é obrigada a manter controle escrito dos horários de entrada e saída dos empregados, o juiz decidirá a quem competirá o ônus da prova.'
 'A falta de controle quando a empresa possui mais de 10 empregados é situação juridicamente imperdoável, o que autoriza o indeferimento da oitiva das testemunhas da empresa porventura presentes à audiência.']",['A' 'B' 'C' 'D'],,,B,B,True
1256,2014-14_80,Grok,"Sandro Vieira ajuizou reclamação trabalhista contra a empresa Trianon Bebidas e Energéticos Ltda. pleiteando o pagamento de horas extras, pois alegou trabalhar de 2ª feira a sábado, das 9h às 19h, com intervalo de uma hora para refeição. Em defesa, a ré negou a jornada descrita na petição inicial, mas não juntou os controles de ponto. Em audiência, ao ser interrogado, o preposto informou que a ré possuía 18 empregados no estabelecimento.
Diante da situação retratada, e considerando o entendimento consolidado do TST, assinale a opção correta.","['Aplica-se a pena de confissão pela ausência de juntada dos controles, sendo então considerada verdadeira a jornada da petição inicial, na qual o juiz irá se basear na condenação de horas extras.'
 'Haverá inversão do ônus da prova, que passará a ser da empresa, prevalecendo a jornada da inicial se dele não se desincumbir com sucesso.'
 'Diante do impasse, e considerando que, com menos de 20 empregados, a empresa não é obrigada a manter controle escrito dos horários de entrada e saída dos empregados, o juiz decidirá a quem competirá o ônus da prova.'
 'A falta de controle quando a empresa possui mais de 10 empregados é situação juridicamente imperdoável, o que autoriza o indeferimento da oitiva das testemunhas da empresa porventura presentes à audiência.']",['A' 'B' 'C' 'D'],,,B,B,True
1257,2014-15_1,ChatGPT,"Abelardo é magistrado vinculado ao Tribunal de Justiça do Estado K e requer licença para tratamento de questões particulares, pelo prazo de três anos, o que foi deferido. Como, antes de assumir o referido cargo, era advogado regularmente inscrito nos quadros da OAB, requer o seu reingresso, comprovando o afastamento das funções judicantes.
Nos termos do Estatuto da Advocacia, assinale a afirmativa correta.","['A incompatibilidade com a advocacia persiste mesmo após aposentadoria do cargo efetivo.'
 'O afastamento temporário do cargo que gera a incompatibilidade permite inscrição provisória.'
 'A incompatibilidade permanece mesmo que ocorra o afastamento temporário do cargo.'
 'O afastamento do cargo incompatível permite a inscrição após um período de três anos.']",['A' 'B' 'C' 'D'],,,C,C,True
1257,2014-15_1,Gemini,"Abelardo é magistrado vinculado ao Tribunal de Justiça do Estado K e requer licença para tratamento de questões particulares, pelo prazo de três anos, o que foi deferido. Como, antes de assumir o referido cargo, era advogado regularmente inscrito nos quadros da OAB, requer o seu reingresso, comprovando o afastamento das funções judicantes.
Nos termos do Estatuto da Advocacia, assinale a afirmativa correta.","['A incompatibilidade com a advocacia persiste mesmo após aposentadoria do cargo efetivo.'
 'O afastamento temporário do cargo que gera a incompatibilidade permite inscrição provisória.'
 'A incompatibilidade permanece mesmo que ocorra o afastamento temporário do cargo.'
 'O afastamento do cargo incompatível permite a inscrição após um período de três anos.']",['A' 'B' 'C' 'D'],,,C,C,True
1257,2014-15_1,Grok,"Abelardo é magistrado vinculado ao Tribunal de Justiça do Estado K e requer licença para tratamento de questões particulares, pelo prazo de três anos, o que foi deferido. Como, antes de assumir o referido cargo, era advogado regularmente inscrito nos quadros da OAB, requer o seu reingresso, comprovando o afastamento das funções judicantes.
Nos termos do Estatuto da Advocacia, assinale a afirmativa correta.","['A incompatibilidade com a advocacia persiste mesmo após aposentadoria do cargo efetivo.'
 'O afastamento temporário do cargo que gera a incompatibilidade permite inscrição provisória.'
 'A incompatibilidade permanece mesmo que ocorra o afastamento temporário do cargo.'
 'O afastamento do cargo incompatível permite a inscrição após um período de três anos.']",['A' 'B' 'C' 'D'],,,C,C,True
1258,2014-15_2,ChatGPT,"Fred, jovem advogado, é contratado para prestar serviços na empresa BBO Ltda., que possui uma assessoria jurídica composta por cinco profissionais do Direito, orientados por uma gerência jurídica. Após cinco meses de intensa atividade, é concitado a formular parecer sobre determinado tema jurídico de interesse da empresa, tarefa que realiza, sendo seu entendimento subscrito pela gerência. Após dez meses do referido evento, o tema é reapresentado por um dos diretores da empresa, que, em viagem realizada para outro estado, havia consultado um outro advogado. Diante dos novos argumentos, o gerente determina que Fred, o advogado parecerista, mesmo sem ter mudado de opinião, apresente petição inicial em confronto com o entendimento anteriormente preconizado.
No caso, nos termos do Código de Ética da Advocacia, o advogado","['deve submeter-se à determinação da gerência jurídica.'
 'deve apresentar seu parecer ao conjunto de advogados para decisão.'
 'pode recusar-se a propor a ação diante do parecer anterior.'
 'pode opor-se e postular assessoria da OAB.']",['A' 'B' 'C' 'D'],,,C,C,True
1258,2014-15_2,Gemini,"Fred, jovem advogado, é contratado para prestar serviços na empresa BBO Ltda., que possui uma assessoria jurídica composta por cinco profissionais do Direito, orientados por uma gerência jurídica. Após cinco meses de intensa atividade, é concitado a formular parecer sobre determinado tema jurídico de interesse da empresa, tarefa que realiza, sendo seu entendimento subscrito pela gerência. Após dez meses do referido evento, o tema é reapresentado por um dos diretores da empresa, que, em viagem realizada para outro estado, havia consultado um outro advogado. Diante dos novos argumentos, o gerente determina que Fred, o advogado parecerista, mesmo sem ter mudado de opinião, apresente petição inicial em confronto com o entendimento anteriormente preconizado.
No caso, nos termos do Código de Ética da Advocacia, o advogado","['deve submeter-se à determinação da gerência jurídica.'
 'deve apresentar seu parecer ao conjunto de advogados para decisão.'
 'pode recusar-se a propor a ação diante do parecer anterior.'
 'pode opor-se e postular assessoria da OAB.']",['A' 'B' 'C' 'D'],,,C,C,True
1258,2014-15_2,Grok,"Fred, jovem advogado, é contratado para prestar serviços na empresa BBO Ltda., que possui uma assessoria jurídica composta por cinco profissionais do Direito, orientados por uma gerência jurídica. Após cinco meses de intensa atividade, é concitado a formular parecer sobre determinado tema jurídico de interesse da empresa, tarefa que realiza, sendo seu entendimento subscrito pela gerência. Após dez meses do referido evento, o tema é reapresentado por um dos diretores da empresa, que, em viagem realizada para outro estado, havia consultado um outro advogado. Diante dos novos argumentos, o gerente determina que Fred, o advogado parecerista, mesmo sem ter mudado de opinião, apresente petição inicial em confronto com o entendimento anteriormente preconizado.
No caso, nos termos do Código de Ética da Advocacia, o advogado","['deve submeter-se à determinação da gerência jurídica.'
 'deve apresentar seu parecer ao conjunto de advogados para decisão.'
 'pode recusar-se a propor a ação diante do parecer anterior.'
 'pode opor-se e postular assessoria da OAB.']",['A' 'B' 'C' 'D'],,,C,C,True
1259,2014-15_3,ChatGPT,"Bernardo recebe comunicação do seu cliente Eduardo de que este havia desistido da causa que apresentara anteriormente, por motivo de viagem a trabalho, no exterior, em decorrência de transferência e promoção na sua empresa. Houve elaboração da petição inicial, contrato de prestação de serviços e recebimento adiantado de custas e honorários advocatícios.
Nesse caso, nos termos do Código de Ética da Advocacia, deve o advogado","['devolver os honorários antecipados sem abater os custos do escritório.'
 'prestar contas ao cliente de forma pormenorizada.'
 'arquivar os documentos no escritório como forma de garantia.'
 'realizar contrato vinculando o cliente ao escritório.']",['A' 'B' 'C' 'D'],,,B,B,True
1259,2014-15_3,Gemini,"Bernardo recebe comunicação do seu cliente Eduardo de que este havia desistido da causa que apresentara anteriormente, por motivo de viagem a trabalho, no exterior, em decorrência de transferência e promoção na sua empresa. Houve elaboração da petição inicial, contrato de prestação de serviços e recebimento adiantado de custas e honorários advocatícios.
Nesse caso, nos termos do Código de Ética da Advocacia, deve o advogado","['devolver os honorários antecipados sem abater os custos do escritório.'
 'prestar contas ao cliente de forma pormenorizada.'
 'arquivar os documentos no escritório como forma de garantia.'
 'realizar contrato vinculando o cliente ao escritório.']",['A' 'B' 'C' 'D'],,,B,B,True
1259,2014-15_3,Grok,"Bernardo recebe comunicação do seu cliente Eduardo de que este havia desistido da causa que apresentara anteriormente, por motivo de viagem a trabalho, no exterior, em decorrência de transferência e promoção na sua empresa. Houve elaboração da petição inicial, contrato de prestação de serviços e recebimento adiantado de custas e honorários advocatícios.
Nesse caso, nos termos do Código de Ética da Advocacia, deve o advogado","['devolver os honorários antecipados sem abater os custos do escritório.'
 'prestar contas ao cliente de forma pormenorizada.'
 'arquivar os documentos no escritório como forma de garantia.'
 'realizar contrato vinculando o cliente ao escritório.']",['A' 'B' 'C' 'D'],,,B,B,True
1260,2014-15_4,ChatGPT,"Sobre a prescrição da pretensão punitiva das infrações disciplinares, assinale a afirmativa correta.","['A pretensão punitiva quanto às infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares prescreve em três anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares é imprescritível.'
 'A pretensão punitiva das infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, não havendo previsão legal de marco interruptivo de tal prazo prescricional.']",['A' 'B' 'C' 'D'],,,A,A,True
1260,2014-15_4,Gemini,"Sobre a prescrição da pretensão punitiva das infrações disciplinares, assinale a afirmativa correta.","['A pretensão punitiva quanto às infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares prescreve em três anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares é imprescritível.'
 'A pretensão punitiva das infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, não havendo previsão legal de marco interruptivo de tal prazo prescricional.']",['A' 'B' 'C' 'D'],,,A,A,True
1260,2014-15_4,Grok,"Sobre a prescrição da pretensão punitiva das infrações disciplinares, assinale a afirmativa correta.","['A pretensão punitiva quanto às infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares prescreve em três anos, contados da data da constatação oficial do fato, interrompendo-se pela instauração de processo disciplinar ou pela notificação válida do representado.'
 'A pretensão punitiva das infrações disciplinares é imprescritível.'
 'A pretensão punitiva das infrações disciplinares prescreve em cinco anos, contados da data da constatação oficial do fato, não havendo previsão legal de marco interruptivo de tal prazo prescricional.']",['A' 'B' 'C' 'D'],,,A,A,True
1261,2014-15_5,ChatGPT,"Messias é advogado com mais de trinta anos de atuação profissional e deseja colaborar para o aperfeiçoamento da advocacia. O Presidente da Seccional onde possui inscrição principal sugere que ele participe da política associativa e lance sua candidatura a Conselheiro Federal.
Observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['A eleição de Conselheiro Federal da OAB é indireta e secreta.'
 'O Conselheiro Federal da OAB integra uma das chapas concorrentes para as eleições seccionais.'
 'A indicação para o Conselho Federal é realizada pelo Colégio de Presidentes da OAB.'
 'O Conselheiro Federal é indicado livremente pelas Seccionais da OAB.']",['A' 'B' 'C' 'D'],,,B,A,False
1261,2014-15_5,Gemini,"Messias é advogado com mais de trinta anos de atuação profissional e deseja colaborar para o aperfeiçoamento da advocacia. O Presidente da Seccional onde possui inscrição principal sugere que ele participe da política associativa e lance sua candidatura a Conselheiro Federal.
Observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['A eleição de Conselheiro Federal da OAB é indireta e secreta.'
 'O Conselheiro Federal da OAB integra uma das chapas concorrentes para as eleições seccionais.'
 'A indicação para o Conselho Federal é realizada pelo Colégio de Presidentes da OAB.'
 'O Conselheiro Federal é indicado livremente pelas Seccionais da OAB.']",['A' 'B' 'C' 'D'],,,B,B,True
1261,2014-15_5,Grok,"Messias é advogado com mais de trinta anos de atuação profissional e deseja colaborar para o aperfeiçoamento da advocacia. O Presidente da Seccional onde possui inscrição principal sugere que ele participe da política associativa e lance sua candidatura a Conselheiro Federal.
Observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['A eleição de Conselheiro Federal da OAB é indireta e secreta.'
 'O Conselheiro Federal da OAB integra uma das chapas concorrentes para as eleições seccionais.'
 'A indicação para o Conselho Federal é realizada pelo Colégio de Presidentes da OAB.'
 'O Conselheiro Federal é indicado livremente pelas Seccionais da OAB.']",['A' 'B' 'C' 'D'],,,B,A,False
1262,2014-15_6,ChatGPT,"O advogado Caio atuava representando os interesses do autor em determinada ação indenizatória há alguns anos. Antes da prolação da sentença, substabeleceu, com reserva, os poderes que lhe haviam sido outorgados pelo cliente, ao advogado Tício. Ao final, o pedido foi julgado procedente e o cliente de Caio e Tício recebeu a indenização pleiteada, mas não repassou aos advogados os honorários de êxito contratados, estipulados em 30%. Caio, para evitar desgaste, preferiu não cobrar judicialmente os valores devidos pelo cliente. Tício, não concordando com a opção de Caio, decidiu, à revelia deste último, ingressar com a ação cabível, valendo-se, para tanto, do contrato de honorários celebrado entre Caio e o cliente.
A partir do caso apresentado, assinale a afirmativa correta.","['Tício pode ajuizar tal ação, pois, embora não tivesse celebrado o contrato com o cliente, recebeu poderes de Caio para atuar na causa.'
 'Tício pode ajuizar tal ação, pois ingressou na causa antes da prolação da sentença, sendo, assim, igualmente responsável pelo êxito.'
 'Tício não pode ajuizar tal ação porque, como Caio e Tício não requereram o destaque dos honorários contratuais, ele não tem mais direito a recebê-los.'
 'Tício não pode ajuizar tal ação porque o advogado substabelecido com reserva de poderes não pode cobrar honorários sem a intervenção daquele que lhe conferiu o substabelecimento.']",['A' 'B' 'C' 'D'],,,D,D,True
1262,2014-15_6,Gemini,"O advogado Caio atuava representando os interesses do autor em determinada ação indenizatória há alguns anos. Antes da prolação da sentença, substabeleceu, com reserva, os poderes que lhe haviam sido outorgados pelo cliente, ao advogado Tício. Ao final, o pedido foi julgado procedente e o cliente de Caio e Tício recebeu a indenização pleiteada, mas não repassou aos advogados os honorários de êxito contratados, estipulados em 30%. Caio, para evitar desgaste, preferiu não cobrar judicialmente os valores devidos pelo cliente. Tício, não concordando com a opção de Caio, decidiu, à revelia deste último, ingressar com a ação cabível, valendo-se, para tanto, do contrato de honorários celebrado entre Caio e o cliente.
A partir do caso apresentado, assinale a afirmativa correta.","['Tício pode ajuizar tal ação, pois, embora não tivesse celebrado o contrato com o cliente, recebeu poderes de Caio para atuar na causa.'
 'Tício pode ajuizar tal ação, pois ingressou na causa antes da prolação da sentença, sendo, assim, igualmente responsável pelo êxito.'
 'Tício não pode ajuizar tal ação porque, como Caio e Tício não requereram o destaque dos honorários contratuais, ele não tem mais direito a recebê-los.'
 'Tício não pode ajuizar tal ação porque o advogado substabelecido com reserva de poderes não pode cobrar honorários sem a intervenção daquele que lhe conferiu o substabelecimento.']",['A' 'B' 'C' 'D'],,,D,D,True
1262,2014-15_6,Grok,"O advogado Caio atuava representando os interesses do autor em determinada ação indenizatória há alguns anos. Antes da prolação da sentença, substabeleceu, com reserva, os poderes que lhe haviam sido outorgados pelo cliente, ao advogado Tício. Ao final, o pedido foi julgado procedente e o cliente de Caio e Tício recebeu a indenização pleiteada, mas não repassou aos advogados os honorários de êxito contratados, estipulados em 30%. Caio, para evitar desgaste, preferiu não cobrar judicialmente os valores devidos pelo cliente. Tício, não concordando com a opção de Caio, decidiu, à revelia deste último, ingressar com a ação cabível, valendo-se, para tanto, do contrato de honorários celebrado entre Caio e o cliente.
A partir do caso apresentado, assinale a afirmativa correta.","['Tício pode ajuizar tal ação, pois, embora não tivesse celebrado o contrato com o cliente, recebeu poderes de Caio para atuar na causa.'
 'Tício pode ajuizar tal ação, pois ingressou na causa antes da prolação da sentença, sendo, assim, igualmente responsável pelo êxito.'
 'Tício não pode ajuizar tal ação porque, como Caio e Tício não requereram o destaque dos honorários contratuais, ele não tem mais direito a recebê-los.'
 'Tício não pode ajuizar tal ação porque o advogado substabelecido com reserva de poderes não pode cobrar honorários sem a intervenção daquele que lhe conferiu o substabelecimento.']",['A' 'B' 'C' 'D'],,,D,D,True
1263,2014-15_7,ChatGPT,"Antônio recebe Paulo, um antigo cliente do escritório de advocacia onde presta serviços. Após a entrevista, o preenchimento de relatório com os dados pessoais do cliente e a requisição dos documentos necessários, Antônio realiza a análise final dois dias depois da entrevista com o cliente e verifica que existe norma legal que contraria, expressamente, a pretensão apresentada.
Sobre o caso, observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['O advogado pode postular contra texto expresso de lei.'
 'O advogado deve aconselhar o cliente a procurar o Ministério Público para propor ação contra a lei.'
 'O advogado pode se opor à norma expressa, aduzindo a sua inconstitucionalidade.'
 'O advogado deve indicar ao cliente a desistência da ação, por não portar solução para o problema.']",['A' 'B' 'C' 'D'],,,C,C,True
1263,2014-15_7,Gemini,"Antônio recebe Paulo, um antigo cliente do escritório de advocacia onde presta serviços. Após a entrevista, o preenchimento de relatório com os dados pessoais do cliente e a requisição dos documentos necessários, Antônio realiza a análise final dois dias depois da entrevista com o cliente e verifica que existe norma legal que contraria, expressamente, a pretensão apresentada.
Sobre o caso, observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['O advogado pode postular contra texto expresso de lei.'
 'O advogado deve aconselhar o cliente a procurar o Ministério Público para propor ação contra a lei.'
 'O advogado pode se opor à norma expressa, aduzindo a sua inconstitucionalidade.'
 'O advogado deve indicar ao cliente a desistência da ação, por não portar solução para o problema.']",['A' 'B' 'C' 'D'],,,C,C,True
1263,2014-15_7,Grok,"Antônio recebe Paulo, um antigo cliente do escritório de advocacia onde presta serviços. Após a entrevista, o preenchimento de relatório com os dados pessoais do cliente e a requisição dos documentos necessários, Antônio realiza a análise final dois dias depois da entrevista com o cliente e verifica que existe norma legal que contraria, expressamente, a pretensão apresentada.
Sobre o caso, observadas as regras do Estatuto da OAB, assinale a afirmativa correta.","['O advogado pode postular contra texto expresso de lei.'
 'O advogado deve aconselhar o cliente a procurar o Ministério Público para propor ação contra a lei.'
 'O advogado pode se opor à norma expressa, aduzindo a sua inconstitucionalidade.'
 'O advogado deve indicar ao cliente a desistência da ação, por não portar solução para o problema.']",['A' 'B' 'C' 'D'],,,C,C,True
1264,2014-15_8,ChatGPT,"Fátima é advogada de Carla em processo proposto em face da empresa LL Serviços Anônimos, por contrato não cumprido. Posteriormente, Fátima patrocina os interesses de Leonídio em ação de responsabilidade civil, apresentada em face de Ovídio. Pelos descaminhos do destino, Carla e Leonídio estabelecem sociedade que, dois anos após a sua constituição, vem a ser dissolvida. Com os ânimos exaltados, Carla e Leonídio procuram sua advogada de confiança, Fátima, diante dos serviços de qualidade prestados anteriormente. Com sua rara habilidade persuasiva, a advogada consegue compor os interesses em conflito.
Sobre o caso apresentado, observadas as regras do Estatuto da OAB e do Código de Ética e Disciplina da OAB, assinale a opção correta.","['A advogada deveria optar por um dos clientes na primeira consulta.'
 'O litígio envolve interesses irremediavelmente conflitantes, o que exige a opção do advogado.'
 'A conciliação purga o confronto de interesses entre os clientes da advogada.'
 'O eventual acordo entre os litigantes, no caso, deveria ser feito por outro advogado.']",['A' 'B' 'C' 'D'],,,C,C,True
1264,2014-15_8,Gemini,"Fátima é advogada de Carla em processo proposto em face da empresa LL Serviços Anônimos, por contrato não cumprido. Posteriormente, Fátima patrocina os interesses de Leonídio em ação de responsabilidade civil, apresentada em face de Ovídio. Pelos descaminhos do destino, Carla e Leonídio estabelecem sociedade que, dois anos após a sua constituição, vem a ser dissolvida. Com os ânimos exaltados, Carla e Leonídio procuram sua advogada de confiança, Fátima, diante dos serviços de qualidade prestados anteriormente. Com sua rara habilidade persuasiva, a advogada consegue compor os interesses em conflito.
Sobre o caso apresentado, observadas as regras do Estatuto da OAB e do Código de Ética e Disciplina da OAB, assinale a opção correta.","['A advogada deveria optar por um dos clientes na primeira consulta.'
 'O litígio envolve interesses irremediavelmente conflitantes, o que exige a opção do advogado.'
 'A conciliação purga o confronto de interesses entre os clientes da advogada.'
 'O eventual acordo entre os litigantes, no caso, deveria ser feito por outro advogado.']",['A' 'B' 'C' 'D'],,,C,B,False
1264,2014-15_8,Grok,"Fátima é advogada de Carla em processo proposto em face da empresa LL Serviços Anônimos, por contrato não cumprido. Posteriormente, Fátima patrocina os interesses de Leonídio em ação de responsabilidade civil, apresentada em face de Ovídio. Pelos descaminhos do destino, Carla e Leonídio estabelecem sociedade que, dois anos após a sua constituição, vem a ser dissolvida. Com os ânimos exaltados, Carla e Leonídio procuram sua advogada de confiança, Fátima, diante dos serviços de qualidade prestados anteriormente. Com sua rara habilidade persuasiva, a advogada consegue compor os interesses em conflito.
Sobre o caso apresentado, observadas as regras do Estatuto da OAB e do Código de Ética e Disciplina da OAB, assinale a opção correta.","['A advogada deveria optar por um dos clientes na primeira consulta.'
 'O litígio envolve interesses irremediavelmente conflitantes, o que exige a opção do advogado.'
 'A conciliação purga o confronto de interesses entre os clientes da advogada.'
 'O eventual acordo entre os litigantes, no caso, deveria ser feito por outro advogado.']",['A' 'B' 'C' 'D'],,,C,B,False
1265,2014-15_9,ChatGPT,"O advogado João, inscrito na Seccional do estado X, cometeu grave infração ética ao atuar em determinada causa no estado Y. Assinale a opção que indica o Conselho Seccional com poder de punir disciplinarmente o advogado infrator.","['Apenas o Conselho Seccional do estado X terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Seccional do estado Y terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Federal terá poder para punir João disciplinarmente.'
 'Os Conselhos Seccionais dos estados X e Y terão poderes concorrentes para punir João disciplinarmente.']",['A' 'B' 'C' 'D'],,,B,D,False
1265,2014-15_9,Gemini,"O advogado João, inscrito na Seccional do estado X, cometeu grave infração ética ao atuar em determinada causa no estado Y. Assinale a opção que indica o Conselho Seccional com poder de punir disciplinarmente o advogado infrator.","['Apenas o Conselho Seccional do estado X terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Seccional do estado Y terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Federal terá poder para punir João disciplinarmente.'
 'Os Conselhos Seccionais dos estados X e Y terão poderes concorrentes para punir João disciplinarmente.']",['A' 'B' 'C' 'D'],,,B,B,True
1265,2014-15_9,Grok,"O advogado João, inscrito na Seccional do estado X, cometeu grave infração ética ao atuar em determinada causa no estado Y. Assinale a opção que indica o Conselho Seccional com poder de punir disciplinarmente o advogado infrator.","['Apenas o Conselho Seccional do estado X terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Seccional do estado Y terá poder para punir João disciplinarmente.'
 'Apenas o Conselho Federal terá poder para punir João disciplinarmente.'
 'Os Conselhos Seccionais dos estados X e Y terão poderes concorrentes para punir João disciplinarmente.']",['A' 'B' 'C' 'D'],,,B,D,False
1266,2014-15_10,ChatGPT,"Os advogados X de Souza, Y dos Santos e Z de Andrade requereram o registro de sociedade de advogados denominada Souza, Santos e Andrade Sociedade de Advogados. Tempos depois, X de Souza vem a falecer, mas os demais sócios decidem manter na sociedade o nome do advogado falecido.
Sobre a hipótese, assinale a afirmativa correta.","['É possível manter o nome do sócio falecido, desde que prevista tal possibilidade no ato constitutivo da sociedade.'
 'É possível manter o nome do sócio falecido, independentemente de previsão no ato constitutivo da sociedade.'
 'É absolutamente vedada a manutenção do nome do sócio falecido na razão social da sociedade.'
 'É possível manter, pelo prazo máximo de seis meses, o nome do sócio falecido.']",['A' 'B' 'C' 'D'],,,A,A,True
1266,2014-15_10,Gemini,"Os advogados X de Souza, Y dos Santos e Z de Andrade requereram o registro de sociedade de advogados denominada Souza, Santos e Andrade Sociedade de Advogados. Tempos depois, X de Souza vem a falecer, mas os demais sócios decidem manter na sociedade o nome do advogado falecido.
Sobre a hipótese, assinale a afirmativa correta.","['É possível manter o nome do sócio falecido, desde que prevista tal possibilidade no ato constitutivo da sociedade.'
 'É possível manter o nome do sócio falecido, independentemente de previsão no ato constitutivo da sociedade.'
 'É absolutamente vedada a manutenção do nome do sócio falecido na razão social da sociedade.'
 'É possível manter, pelo prazo máximo de seis meses, o nome do sócio falecido.']",['A' 'B' 'C' 'D'],,,A,A,True
1266,2014-15_10,Grok,"Os advogados X de Souza, Y dos Santos e Z de Andrade requereram o registro de sociedade de advogados denominada Souza, Santos e Andrade Sociedade de Advogados. Tempos depois, X de Souza vem a falecer, mas os demais sócios decidem manter na sociedade o nome do advogado falecido.
Sobre a hipótese, assinale a afirmativa correta.","['É possível manter o nome do sócio falecido, desde que prevista tal possibilidade no ato constitutivo da sociedade.'
 'É possível manter o nome do sócio falecido, independentemente de previsão no ato constitutivo da sociedade.'
 'É absolutamente vedada a manutenção do nome do sócio falecido na razão social da sociedade.'
 'É possível manter, pelo prazo máximo de seis meses, o nome do sócio falecido.']",['A' 'B' 'C' 'D'],,,A,A,True
